Date,Product_ID,Historical_Price,Competitor_Price,Demand,Day_of_Week,Season,Promotions,Holiday
2023-08-28,1031,59.81,68.82,138,1,Summer,Yes,No
2023-12-17,1031,84.78,67.42,135,1,Winter,No,No
2023-09-02,1031,61.95,61.89,59,7,Spring,Yes,Yes
2023-05-05,1031,57.02,60.07,123,6,Fall,No,Yes
2023-07-16,1031,57.84,66.69,128,1,Summer,Yes,No
2023-10-08,1031,63.63,63.89,90,5,Spring,No,Yes
2023-06-04,1031,61.5,61.2,51,3,Spring,No,No
2023-07-03,1031,65.28,65.57,58,1,Spring,Yes,Yes
2023-10-24,1031,55.88,64.53,189,7,Summer,No,Yes
2023-03-08,1031,65.29,65.08,111,6,Spring,Yes,Yes
2023-09-21,1031,60.3,63.03,192,3,Fall,No,No
2023-09-03,1031,57.47,65.75,73,4,Summer,No,Yes
2023-11-04,1031,79.8,63.81,87,1,Winter,Yes,Yes
2023-01-19,1031,75.67,59.94,217,7,Winter,Yes,Yes
2023-08-08,1031,55.97,64.54,66,1,Summer,No,Yes
2023-05-04,1031,77.16,60.9,130,4,Winter,No,Yes
2023-09-13,1031,54.08,61.91,114,5,Summer,No,Yes
2023-03-26,1031,57.22,65.81,83,5,Summer,Yes,Yes
2023-09-29,1031,80.77,64.43,193,7,Winter,No,No
2023-01-14,1031,59.32,68.06,110,6,Summer,No,No
2023-02-21,1031,59.02,58.82,67,3,Spring,Yes,No
2023-01-04,1031,80.77,64.43,87,1,Winter,Yes,Yes
2023-09-19,1031,59.03,61.92,57,2,Fall,Yes,Yes
2023-03-20,1031,58.54,61.78,133,3,Fall,No,No
2023-08-18,1031,64.39,67.41,60,6,Fall,Yes,Yes
2023-08-18,1031,78.32,61.95,161,1,Winter,No,No
2023-06-14,1031,68.37,68.49,68,7,Spring,Yes,Yes
2023-12-09,1031,56.54,64.85,96,3,Summer,Yes,Yes
2023-02-19,1031,57.25,65.43,216,7,Summer,Yes,Yes
2023-04-14,1031,78.2,62.04,210,7,Winter,Yes,No
2023-09-08,1031,74.92,59.91,145,1,Winter,No,Yes
2023-01-07,1031,66.12,66.46,114,5,Spring,No,Yes
2023-10-17,1031,54.88,62.79,130,3,Summer,No,No
2023-04-21,1031,68.18,68.31,87,2,Spring,No,Yes
2023-05-13,1031,77.18,61.66,106,1,Winter,No,No
2023-05-13,1031,58.37,61.55,70,6,Fall,No,No
2023-05-08,1031,58.77,59.15,139,7,Spring,Yes,Yes
2023-01-13,1031,63.17,63.49,95,5,Spring,No,No
2023-05-07,1031,63.54,63.57,155,2,Spring,No,No
2023-12-15,1031,56.93,65.56,141,7,Summer,Yes,No
2023-12-11,1031,80.58,64.4,139,2,Winter,Yes,Yes
2023-08-10,1031,85.01,68.02,135,7,Winter,No,Yes
2023-10-03,1031,53.86,61.76,148,6,Summer,Yes,No
2023-08-26,1031,83.29,66.38,137,5,Winter,Yes,No
2023-10-14,1031,60.3,60.49,151,1,Spring,Yes,No
2023-01-01,1031,64.63,68.45,193,1,Fall,Yes,No
2023-11-30,1031,57.84,65.77,152,5,Summer,Yes,Yes
2023-01-04,1031,64.23,63.93,51,3,Spring,No,No
2023-05-27,1031,58.81,61.49,148,3,Fall,Yes,No
2023-10-30,1031,77.12,61.46,60,4,Winter,No,Yes
2023-10-26,1031,81.08,64.08,89,2,Winter,Yes,Yes
2023-05-20,1031,57.39,60.1,135,5,Fall,No,Yes
2023-06-10,1031,63.26,66.92,100,4,Fall,Yes,No
2023-05-22,1031,62.63,65.88,187,5,Fall,No,Yes
2023-06-26,1031,77.87,62.03,166,7,Winter,Yes,No
2023-07-19,1031,62.56,62.79,155,7,Spring,Yes,Yes
2023-04-25,1031,59.1,67.37,55,2,Summer,No,Yes
2023-01-08,1031,55.95,59.13,94,3,Fall,Yes,Yes
2023-03-28,1031,58.49,67.18,173,3,Summer,Yes,No
2023-06-26,1031,55.82,64.31,168,5,Summer,No,Yes
2023-03-22,1031,56.45,64.51,154,5,Summer,No,No
2023-02-21,1031,64.01,66.88,181,4,Fall,Yes,No
2023-10-07,1031,51.04,58.78,140,6,Summer,No,No
2023-01-21,1031,57.06,65.07,158,1,Summer,Yes,No
2023-08-30,1031,59.69,59.31,113,3,Spring,No,Yes
2023-09-21,1031,53.13,61.34,147,3,Summer,Yes,No
2023-04-12,1031,79.91,63.97,72,5,Winter,Yes,Yes
2023-10-22,1031,58.71,61.7,171,4,Fall,Yes,No
2023-12-06,1031,56.57,59.33,169,4,Fall,Yes,Yes
2023-06-04,1031,59.68,68.04,187,4,Summer,Yes,Yes
2023-12-26,1031,63.37,66.88,189,4,Fall,No,Yes
2023-04-29,1031,65.07,68.63,56,6,Fall,Yes,No
2023-02-22,1031,60.19,63.75,62,1,Fall,Yes,Yes
2023-01-14,1031,60.65,63.57,100,6,Fall,Yes,Yes
2023-12-19,1031,55.48,63.25,121,1,Summer,Yes,No
2023-05-04,1031,57.0,64.91,204,7,Summer,No,No
2023-07-13,1031,59.47,68.13,193,5,Summer,No,Yes
2023-10-21,1031,81.72,64.69,122,5,Winter,Yes,Yes
2023-04-17,1031,52.28,60.48,106,4,Summer,No,No
2023-03-03,1031,51.02,58.44,119,3,Summer,No,No
2023-01-07,1031,79.54,62.91,209,7,Winter,Yes,No
2023-10-12,1031,60.11,59.97,78,1,Spring,Yes,Yes
2023-01-15,1031,81.11,64.43,107,2,Winter,Yes,No
2023-09-24,1031,54.72,62.53,212,7,Summer,No,Yes
2023-10-07,1031,59.26,67.85,78,2,Summer,Yes,No
2023-12-29,1031,83.24,66.03,218,6,Winter,No,No
2023-07-12,1031,61.81,61.51,141,5,Spring,Yes,No
2023-12-18,1031,53.78,61.9,172,6,Summer,No,No
2023-04-12,1031,74.14,58.76,99,5,Winter,No,Yes
2023-03-22,1031,68.17,68.4,61,5,Spring,No,No
2023-02-10,1031,77.36,61.28,197,4,Winter,Yes,Yes
2023-07-05,1031,51.94,60.0,133,1,Summer,Yes,No
2023-11-07,1031,64.39,64.48,92,3,Spring,No,Yes
2023-12-08,1031,57.67,60.61,107,1,Fall,No,No
2023-10-30,1031,59.73,59.32,55,5,Spring,Yes,Yes
2023-08-12,1031,59.81,68.18,93,1,Summer,No,No
2023-12-25,1031,64.7,67.89,127,3,Fall,No,Yes
2023-11-19,1031,80.09,63.27,195,3,Winter,No,Yes
2023-12-24,1031,63.18,66.5,210,7,Fall,No,Yes
2023-01-16,1031,61.7,64.99,186,3,Fall,Yes,No
2023-11-04,1031,58.51,66.63,190,1,Summer,Yes,Yes
2023-08-02,1031,76.9,60.91,118,4,Winter,Yes,Yes
2023-10-22,1031,58.43,61.37,160,1,Fall,Yes,Yes
2023-12-06,1031,53.88,61.86,76,4,Summer,Yes,Yes
2023-05-06,1031,75.88,60.69,189,4,Winter,Yes,No
2023-06-30,1031,56.11,64.68,81,1,Summer,No,No
2023-07-23,1031,75.43,60.3,126,6,Winter,Yes,No
2023-01-20,1031,56.05,59.11,188,3,Fall,No,Yes
2023-04-29,1031,58.4,66.81,200,6,Summer,Yes,No
2023-05-30,1031,62.89,65.96,58,4,Fall,Yes,No
2023-01-31,1031,53.6,61.24,92,1,Summer,Yes,No
2023-04-26,1031,53.51,61.81,135,5,Summer,No,Yes
2023-03-23,1031,57.78,66.4,103,4,Summer,Yes,No
2023-10-26,1031,59.75,62.4,68,3,Fall,Yes,Yes
2023-02-28,1031,63.47,63.49,85,7,Spring,Yes,No
2023-05-24,1031,54.5,62.23,121,1,Summer,Yes,Yes
2023-12-23,1031,66.62,66.57,192,4,Spring,Yes,No
2023-04-04,1031,84.55,67.35,173,3,Winter,No,Yes
2023-08-17,1031,68.51,68.82,204,6,Spring,No,No
2023-01-10,1031,83.65,66.55,177,6,Winter,No,No
2023-06-13,1031,81.74,65.6,169,4,Winter,Yes,No
2023-03-05,1031,51.13,59.09,206,6,Summer,No,Yes
2023-02-14,1031,61.87,64.74,113,3,Fall,No,No
2023-10-20,1031,80.36,63.74,101,2,Winter,Yes,No
2023-05-24,1031,76.38,60.47,70,3,Winter,No,No
2023-09-22,1031,58.22,67.03,112,5,Summer,Yes,No
2023-05-19,1031,64.98,64.82,108,7,Spring,Yes,Yes
2023-10-26,1031,60.1,60.0,85,2,Spring,Yes,No
2023-04-15,1031,51.68,58.95,167,1,Summer,Yes,Yes
2023-08-10,1031,60.42,60.81,80,6,Spring,Yes,No
2023-08-26,1031,59.92,62.87,76,3,Fall,Yes,Yes
2023-02-10,1031,75.2,59.44,101,5,Winter,No,Yes
2023-03-17,1031,66.74,66.56,95,4,Spring,Yes,Yes
2023-02-10,1031,58.76,59.08,94,5,Spring,Yes,Yes
2023-07-25,1031,59.77,62.97,76,2,Fall,No,No
2023-11-11,1031,68.43,68.03,143,7,Spring,No,Yes
2023-11-20,1031,55.4,63.9,96,1,Summer,No,No
2023-04-15,1031,65.02,68.5,81,6,Fall,No,Yes
2023-12-16,1031,64.89,68.02,72,1,Fall,Yes,Yes
2023-12-11,1031,62.19,62.51,154,3,Spring,Yes,Yes
2023-10-02,1031,63.25,63.39,85,7,Spring,No,Yes
2023-09-03,1031,52.02,59.41,65,2,Summer,No,No
2023-09-09,1031,60.23,63.35,166,4,Fall,No,Yes
2023-01-13,1031,60.47,63.61,50,3,Fall,Yes,Yes
2023-03-07,1031,59.81,68.52,167,5,Summer,Yes,No
2023-04-10,1031,56.5,64.69,72,6,Summer,No,Yes
2023-10-21,1031,80.64,63.87,206,6,Winter,No,No
2023-01-31,1031,55.79,64.13,91,1,Summer,Yes,No
2023-01-20,1031,64.66,68.05,112,2,Fall,Yes,Yes
2023-09-19,1031,56.88,59.61,194,7,Fall,No,Yes
2023-02-28,1031,79.76,63.21,203,6,Winter,No,No
2023-07-09,1031,57.46,65.8,63,1,Summer,Yes,No
2023-04-10,1031,56.9,64.9,178,4,Summer,Yes,Yes
2023-07-23,1031,82.87,65.94,137,7,Winter,No,Yes
2023-07-07,1031,57.37,66.17,165,6,Summer,Yes,No
2023-10-23,1032,49.59,56.81,73,1,Summer,No,No
2023-10-21,1032,69.76,54.83,69,2,Winter,No,No
2023-02-16,1032,51.24,59.33,180,2,Summer,Yes,Yes
2023-10-20,1032,49.79,57.69,53,1,Summer,Yes,Yes
2023-05-05,1032,78.78,62.66,188,1,Winter,No,Yes
2023-05-29,1032,52.64,60.09,68,7,Summer,Yes,Yes
2023-03-02,1032,49.3,56.5,151,2,Summer,Yes,Yes
2023-04-03,1032,51.63,59.55,122,1,Summer,No,Yes
2023-09-08,1032,49.38,56.4,91,6,Summer,Yes,No
2023-05-28,1032,71.89,56.86,80,4,Winter,No,No
2023-09-24,1032,62.99,63.47,177,4,Spring,No,No
2023-12-12,1032,60.42,63.66,146,4,Fall,No,No
2023-02-08,1032,62.18,61.89,167,3,Spring,No,Yes
2023-05-28,1032,62.67,62.29,139,7,Spring,Yes,Yes
2023-03-21,1032,56.93,60.38,115,2,Fall,Yes,Yes
2023-09-19,1032,53.24,61.26,206,6,Summer,Yes,Yes
2023-09-11,1032,74.52,59.5,102,5,Winter,Yes,No
2023-04-09,1032,52.88,60.62,133,3,Summer,Yes,No
2023-11-09,1032,63.66,63.71,197,1,Spring,Yes,Yes
2023-11-10,1032,76.01,59.89,67,6,Winter,No,Yes
2023-06-25,1032,63.0,62.74,122,6,Spring,Yes,No
2023-04-17,1032,59.15,61.99,108,3,Fall,Yes,No
2023-09-06,1032,71.28,56.25,91,7,Winter,Yes,Yes
2023-08-14,1032,55.39,58.79,102,6,Fall,Yes,Yes
2023-12-15,1032,71.65,56.61,106,6,Winter,No,Yes
2023-08-06,1032,75.44,60.22,68,5,Winter,No,No
2023-07-20,1032,50.59,58.4,157,5,Summer,No,Yes
2023-11-27,1032,63.01,62.68,157,3,Spring,Yes,Yes
2023-12-23,1032,61.52,61.52,170,7,Spring,Yes,No
2023-05-13,1032,55.15,55.08,170,3,Spring,Yes,Yes
2023-05-11,1032,56.79,59.87,181,2,Fall,No,No
2023-09-30,1032,57.16,57.3,185,3,Spring,No,No
2023-11-23,1032,62.37,62.57,96,1,Spring,Yes,Yes
2023-11-07,1032,55.09,58.02,147,1,Fall,No,No
2023-07-25,1032,48.99,56.49,169,7,Summer,No,No
2023-11-17,1032,56.67,56.93,101,5,Spring,Yes,No
2023-04-03,1032,58.1,58.14,141,6,Spring,Yes,Yes
2023-05-17,1032,56.56,56.32,102,6,Spring,No,No
2023-02-25,1032,69.07,54.91,92,6,Winter,Yes,Yes
2023-01-28,1032,54.99,54.93,84,4,Spring,Yes,Yes
2023-09-24,1032,53.95,57.12,178,5,Fall,No,Yes
2023-03-15,1032,64.44,64.26,209,7,Spring,Yes,No
2023-11-25,1032,70.9,56.04,106,3,Winter,Yes,No
2023-01-18,1032,56.76,59.94,163,7,Fall,No,Yes
2023-11-18,1032,47.87,55.15,187,6,Summer,No,Yes
2023-07-07,1032,54.73,63.13,200,7,Summer,Yes,Yes
2023-01-04,1032,79.82,63.22,66,4,Winter,Yes,Yes
2023-07-14,1032,52.56,60.29,53,4,Summer,Yes,No
2023-12-17,1032,70.27,55.95,164,3,Winter,Yes,Yes
2023-06-03,1032,50.73,58.56,140,5,Summer,No,No
2023-05-31,1032,57.82,60.65,85,2,Fall,Yes,Yes
2023-09-29,1032,50.44,58.27,148,7,Summer,Yes,No
2023-07-15,1032,75.62,59.87,117,7,Winter,No,Yes
2023-04-30,1032,62.9,62.52,86,5,Spring,Yes,No
2023-05-05,1032,55.57,63.85,199,6,Summer,Yes,Yes
2023-03-14,1032,69.04,54.75,140,1,Winter,No,Yes
2023-02-06,1032,57.14,57.62,89,1,Spring,No,Yes
2023-05-20,1032,60.2,63.23,89,6,Fall,No,Yes
2023-03-04,1032,63.22,63.4,126,7,Spring,No,No
2023-09-23,1032,47.41,54.9,127,7,Summer,Yes,No
2023-05-13,1032,50.51,58.05,61,3,Summer,No,Yes
2023-08-09,1032,58.23,61.41,97,3,Fall,Yes,Yes
2023-02-08,1032,79.7,62.99,150,3,Winter,Yes,Yes
2023-08-08,1032,52.15,54.69,146,3,Fall,Yes,No
2023-02-10,1032,59.2,62.52,142,1,Fall,No,Yes
2023-07-12,1032,53.57,61.99,139,5,Summer,Yes,Yes
2023-06-04,1032,75.83,60.22,167,6,Winter,No,No
2023-03-15,1032,76.21,60.72,146,6,Winter,No,No
2023-01-14,1032,80.54,64.52,130,3,Winter,Yes,Yes
2023-07-14,1032,59.79,59.84,155,3,Spring,No,No
2023-06-20,1032,58.4,61.49,96,3,Fall,Yes,No
2023-02-28,1032,58.86,59.07,70,5,Spring,Yes,Yes
2023-01-19,1032,55.03,57.91,53,5,Fall,Yes,Yes
2023-01-21,1032,48.04,54.9,73,4,Summer,Yes,No
2023-08-14,1032,58.64,61.75,96,2,Fall,No,Yes
2023-12-30,1032,54.64,54.77,192,4,Spring,Yes,No
2023-12-19,1032,73.54,58.37,70,6,Winter,Yes,No
2023-12-21,1032,73.1,58.04,146,6,Winter,Yes,No
2023-10-22,1032,60.6,60.12,66,7,Spring,Yes,No
2023-12-30,1032,76.87,61.26,88,5,Winter,Yes,No
2023-07-14,1032,73.51,58.51,76,5,Winter,Yes,Yes
2023-08-09,1032,61.82,61.9,196,5,Spring,No,No
2023-07-28,1032,79.54,63.76,65,1,Winter,No,Yes
2023-07-14,1032,52.81,61.08,87,2,Summer,Yes,No
2023-08-16,1032,71.87,56.7,125,1,Winter,No,Yes
2023-09-12,1032,57.23,60.14,59,3,Fall,Yes,Yes
2023-02-06,1032,64.0,63.84,137,4,Spring,No,No
2023-04-29,1032,59.67,63.22,195,1,Fall,No,No
2023-02-16,1032,55.11,58.44,192,2,Fall,Yes,Yes
2023-01-05,1032,74.26,58.44,164,4,Winter,Yes,Yes
2023-11-01,1032,63.61,63.74,116,3,Spring,Yes,No
2023-04-19,1032,57.92,57.74,117,4,Spring,No,No
2023-12-07,1032,48.99,56.43,85,5,Summer,No,No
2023-09-11,1032,55.54,63.28,72,4,Summer,No,Yes
2023-09-12,1032,62.24,62.52,155,5,Spring,No,Yes
2023-12-20,1032,52.78,55.64,199,1,Fall,No,Yes
2023-08-20,1032,55.65,64.3,100,6,Summer,Yes,No
2023-03-31,1032,52.03,59.56,149,4,Summer,No,Yes
2023-01-23,1032,54.22,62.03,154,5,Summer,No,No
2023-03-16,1032,74.34,59.27,168,5,Winter,Yes,Yes
2023-03-22,1032,54.93,62.75,74,2,Summer,No,No
2023-03-24,1032,53.14,60.6,187,2,Summer,Yes,Yes
2023-01-13,1032,50.2,58.25,124,7,Summer,No,Yes
2023-02-21,1032,55.73,58.7,126,3,Fall,No,Yes
2023-10-17,1032,76.85,61.48,150,5,Winter,Yes,Yes
2023-07-23,1032,71.81,56.8,144,6,Winter,Yes,Yes
2023-01-08,1032,54.94,57.35,102,1,Fall,No,Yes
2023-07-15,1032,56.46,59.36,182,3,Fall,No,No
2023-09-25,1032,69.58,55.33,167,7,Winter,No,No
2023-06-06,1032,61.31,60.93,115,5,Spring,Yes,Yes
2023-01-04,1032,80.78,64.76,76,3,Winter,Yes,Yes
2023-08-31,1032,58.41,58.82,105,2,Spring,No,No
2023-08-03,1032,56.78,56.84,112,5,Spring,Yes,No
2023-09-19,1032,49.78,57.25,177,1,Summer,No,No
2023-10-30,1032,76.03,60.08,69,1,Winter,Yes,No
2023-11-23,1032,55.76,55.55,63,5,Spring,Yes,Yes
2023-09-29,1032,53.06,61.21,164,4,Summer,Yes,Yes
2023-06-29,1032,58.28,58.24,87,3,Spring,No,Yes
2023-05-30,1032,73.24,57.68,59,4,Winter,Yes,No
2023-06-29,1032,64.41,64.0,97,5,Spring,Yes,No
2023-10-30,1032,61.06,61.13,174,6,Spring,Yes,Yes
2023-11-27,1032,53.81,62.26,68,6,Summer,No,No
2023-02-27,1032,55.28,63.43,190,2,Summer,No,Yes
2023-12-07,1032,55.65,58.96,146,7,Fall,Yes,No
2023-02-20,1032,55.61,58.09,90,3,Fall,No,No
2023-02-01,1032,58.46,61.14,81,4,Fall,No,No
2023-04-06,1032,75.83,59.95,124,7,Winter,No,No
2023-12-21,1032,71.42,56.2,99,6,Winter,No,No
2023-11-22,1032,54.84,57.43,127,3,Fall,Yes,Yes
2023-06-08,1032,70.99,56.53,104,1,Winter,Yes,Yes
2023-08-04,1032,54.87,63.18,190,4,Summer,No,No
2023-05-11,1032,52.42,55.08,80,4,Fall,No,No
2023-10-20,1032,47.28,54.32,62,7,Summer,Yes,Yes
2023-04-08,1032,56.9,60.12,104,1,Fall,No,Yes
2023-10-18,1032,70.33,55.62,158,6,Winter,Yes,Yes
2023-11-02,1032,53.59,56.77,166,7,Fall,No,Yes
2023-08-08,1032,58.14,60.87,116,6,Fall,Yes,Yes
2023-11-22,1032,48.7,56.21,168,3,Summer,Yes,No
2023-11-11,1032,62.35,62.79,101,7,Spring,Yes,Yes
2023-01-02,1032,52.57,55.67,91,3,Fall,No,Yes
2023-03-07,1032,71.81,56.87,150,4,Winter,Yes,No
2023-04-12,1032,79.39,63.28,151,5,Winter,Yes,Yes
2023-08-07,1032,48.13,55.56,129,4,Summer,No,No
2023-03-27,1032,75.86,60.09,177,2,Winter,Yes,No
2023-03-23,1032,56.85,57.29,159,4,Spring,No,No
2023-07-20,1032,53.02,61.33,129,7,Summer,Yes,Yes
2023-07-17,1032,53.9,61.68,167,2,Summer,No,Yes
2023-02-04,1032,49.8,57.09,135,5,Summer,Yes,Yes
2023-07-24,1032,72.37,57.32,218,6,Winter,No,No
2023-03-18,1032,80.96,64.76,65,5,Winter,Yes,Yes
2023-09-20,1032,56.03,63.95,140,6,Summer,Yes,No
2023-09-20,1032,60.93,60.76,149,1,Spring,Yes,No
2023-09-13,1032,55.3,63.03,165,3,Summer,No,Yes
2023-07-07,1032,55.13,58.46,56,7,Fall,Yes,Yes
2023-02-14,1032,73.98,58.34,176,2,Winter,Yes,Yes
2023-01-30,1032,51.83,54.09,70,6,Fall,No,Yes
2023-10-07,1032,60.13,63.05,93,4,Fall,Yes,No
2023-11-23,1032,56.27,55.82,83,7,Spring,Yes,No
2023-08-18,1032,70.66,55.46,89,7,Winter,No,Yes
2023-06-08,1032,55.1,57.93,173,3,Fall,No,Yes
2023-04-30,1032,76.57,61.16,150,7,Winter,Yes,Yes
2023-01-17,1032,53.35,61.57,185,4,Summer,No,No
2023-12-03,1032,56.51,59.1,188,7,Fall,No,No
2023-03-06,1032,54.53,54.78,138,2,Spring,No,No
2023-10-21,1032,59.62,59.47,171,2,Spring,Yes,No
2023-05-04,1032,72.2,56.77,125,4,Winter,Yes,Yes
2023-01-24,1032,52.02,54.78,127,2,Fall,No,No
2023-11-20,1032,74.27,59.28,178,1,Winter,No,No
2023-10-19,1032,55.64,55.84,161,7,Spring,Yes,Yes
2023-12-14,1032,77.14,61.15,93,4,Winter,Yes,Yes
2023-07-29,1032,52.3,60.05,91,1,Summer,No,No
2023-05-02,1032,75.05,59.9,92,7,Winter,Yes,Yes
2023-11-16,1032,54.43,57.51,154,3,Fall,Yes,No
2023-08-13,1032,56.17,59.41,131,5,Fall,No,No
2023-07-10,1032,47.49,54.88,104,3,Summer,No,Yes
2023-10-23,1032,59.41,59.25,165,1,Spring,Yes,No
2023-07-17,1032,52.05,54.78,194,7,Fall,Yes,Yes
2023-02-10,1032,62.27,62.26,62,4,Spring,Yes,No
2023-11-11,1032,58.96,62.31,67,6,Fall,No,No
2023-06-06,1032,70.76,56.31,64,4,Winter,No,Yes
2023-01-22,1032,59.68,59.57,180,5,Spring,No,No
2023-04-05,1032,58.06,61.53,180,2,Fall,No,No
2023-04-09,1032,59.24,62.68,50,2,Fall,No,Yes
2023-06-19,1032,80.23,63.9,190,5,Winter,Yes,No
2023-04-02,1032,56.11,64.81,158,7,Summer,No,Yes
2023-07-04,1032,60.67,64.1,133,3,Fall,Yes,No
2023-12-17,1032,58.28,58.68,176,1,Spring,No,Yes
2023-09-10,1032,59.19,62.13,181,1,Fall,Yes,No
2023-03-28,1032,58.58,61.57,124,7,Fall,Yes,No
2023-09-14,1032,57.65,57.31,126,7,Spring,Yes,Yes
2023-11-19,1032,53.56,56.48,143,2,Fall,No,Yes
2023-08-19,1032,57.84,61.03,112,3,Fall,No,Yes
2023-06-10,1032,57.15,59.89,95,2,Fall,Yes,No
2023-06-23,1032,59.44,62.28,159,6,Fall,No,No
2023-07-26,1032,54.86,57.27,141,6,Fall,No,Yes
2023-03-07,1032,73.69,58.16,189,3,Winter,No,Yes
2023-01-31,1032,80.45,64.24,79,4,Winter,Yes,Yes
2023-06-07,1032,53.76,56.74,105,7,Fall,Yes,Yes
2023-08-26,1032,54.8,62.6,166,1,Summer,No,No
2023-12-01,1032,49.39,56.88,140,2,Summer,No,No
2023-07-29,1032,58.87,62.04,96,7,Fall,No,Yes
2023-01-05,1032,54.4,56.97,170,6,Fall,No,Yes
2023-03-01,1032,58.55,58.4,109,5,Spring,Yes,No
2023-11-06,1032,61.31,61.08,92,3,Spring,Yes,No
2023-03-04,1032,56.01,64.63,114,2,Summer,No,No
2023-10-26,1032,74.2,58.64,172,5,Winter,Yes,No
2023-09-26,1032,54.4,56.93,109,5,Fall,No,Yes
2023-03-12,1032,75.61,60.5,79,2,Winter,Yes,No
2023-05-19,1032,52.93,60.65,98,1,Summer,No,No
2023-04-05,1032,56.16,55.73,191,6,Spring,Yes,Yes
2023-07-04,1032,62.89,62.48,183,3,Spring,No,Yes
2023-05-05,1032,60.92,64.08,51,4,Fall,No,Yes
2023-03-07,1032,59.36,62.67,174,5,Fall,No,No
2023-09-27,1032,60.61,60.78,94,3,Spring,No,Yes
2023-11-25,1032,57.12,56.95,174,7,Spring,No,Yes
2023-12-27,1032,72.36,57.51,140,7,Winter,Yes,Yes
2023-08-01,1032,79.87,63.39,142,2,Winter,No,No
2023-07-18,1032,72.89,57.71,85,4,Winter,No,No
2023-09-04,1032,61.96,61.81,67,2,Spring,No,No
2023-07-01,1032,63.28,63.24,68,2,Spring,No,No
2023-06-18,1032,62.17,62.21,71,1,Spring,Yes,Yes
2023-09-20,1032,58.29,61.84,157,3,Fall,No,Yes
2023-04-02,1032,78.36,62.78,201,7,Winter,No,No
2023-05-11,1032,54.01,57.01,77,5,Fall,No,No
2023-06-04,1032,58.6,58.44,123,2,Spring,Yes,Yes
2023-12-03,1032,58.39,57.91,101,5,Spring,Yes,No
2023-07-08,1032,61.53,61.1,71,1,Spring,No,No
2023-06-10,1032,73.91,58.13,103,5,Winter,Yes,No
2023-12-24,1032,70.88,56.23,139,1,Winter,Yes,No
2023-03-21,1032,58.98,61.81,199,5,Fall,No,No
2023-02-03,1032,53.73,56.33,58,2,Fall,No,No
2023-07-11,1032,55.31,63.66,84,2,Summer,No,Yes
2023-04-26,1032,76.92,60.62,167,1,Winter,No,Yes
2023-07-09,1032,64.47,64.74,191,4,Spring,No,Yes
2023-05-20,1032,78.73,62.78,151,1,Winter,No,Yes
2023-04-13,1032,59.66,62.92,100,6,Fall,No,No
2023-10-30,1033,30.76,36.53,73,6,Summer,No,No
2023-01-08,1033,38.0,39.71,151,2,Fall,No,Yes
2023-07-24,1033,51.41,39.69,77,2,Winter,No,Yes
2023-08-15,1033,42.95,43.16,183,1,Spring,No,No
2023-05-02,1033,34.89,40.3,86,4,Summer,Yes,No
2023-10-01,1033,35.76,35.87,183,6,Spring,No,No
2023-10-13,1033,43.1,45.0,112,7,Fall,Yes,No
2023-09-21,1033,30.17,35.42,98,5,Summer,Yes,Yes
2023-06-11,1033,38.58,40.34,87,1,Fall,No,No
2023-03-14,1033,37.54,39.71,54,2,Fall,No,Yes
2023-03-01,1033,32.26,38.19,92,1,Summer,Yes,Yes
2023-03-17,1033,41.64,43.4,53,4,Fall,No,No
2023-06-05,1033,38.19,44.19,53,4,Summer,Yes,Yes
2023-05-08,1033,52.33,41.03,71,7,Winter,No,No
2023-03-02,1033,34.38,40.12,77,6,Summer,Yes,Yes
2023-12-24,1033,34.54,36.26,112,5,Fall,Yes,No
2023-11-07,1033,42.13,42.38,108,3,Spring,Yes,No
2023-11-07,1033,38.45,38.7,183,7,Spring,No,Yes
2023-02-22,1033,37.52,39.01,92,5,Fall,Yes,No
2023-12-08,1033,41.59,43.97,165,5,Fall,No,No
2023-01-24,1033,50.92,39.34,173,2,Winter,Yes,No
2023-06-23,1033,32.08,37.77,159,4,Summer,No,No
2023-06-27,1033,39.03,45.36,133,6,Summer,No,Yes
2023-05-14,1033,35.55,35.42,158,2,Spring,No,No
2023-10-26,1033,38.42,44.46,111,5,Summer,Yes,Yes
2023-06-13,1033,37.56,39.56,137,2,Fall,No,Yes
2023-09-08,1033,54.24,42.25,100,3,Winter,Yes,No
2023-12-25,1033,50.24,38.74,184,2,Winter,No,No
2023-09-14,1033,55.75,43.87,124,6,Winter,No,Yes
2023-09-07,1033,43.63,43.21,107,6,Spring,No,No
2023-01-18,1033,50.47,39.31,106,7,Winter,Yes,Yes
2023-09-28,1033,43.39,43.32,167,1,Spring,Yes,Yes
2023-05-02,1033,38.6,40.15,56,1,Fall,No,No
2023-11-22,1033,36.45,36.71,102,4,Spring,No,Yes
2023-04-10,1033,46.21,35.51,54,5,Winter,Yes,No
2023-09-26,1033,33.74,39.53,139,3,Summer,No,No
2023-03-19,1033,30.6,35.66,143,6,Summer,Yes,Yes
2023-12-05,1033,34.64,40.71,96,6,Summer,Yes,Yes
2023-05-23,1033,48.41,37.45,193,2,Winter,Yes,Yes
2023-06-05,1033,39.89,41.59,69,3,Fall,Yes,No
2023-03-19,1033,36.04,42.46,115,2,Summer,Yes,Yes
2023-05-31,1033,43.76,43.89,103,3,Spring,Yes,No
2023-05-11,1033,36.86,43.38,172,7,Summer,No,No
2023-09-18,1033,41.53,43.91,111,5,Fall,No,Yes
